ioc,ioc_type,threat_type,malware,confidence_level,reference,first_seen,last_seen,source,collection_date
2025-12-19 04:03:00,"""1683166""","""gits.testingweblink.com""","""domain""","""botnet_cc""","""win.havoc""","""Havokiz""","""Havoc""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 04:02:59,"""1683165""","""kreatmaster.testingweblink.com""","""domain""","""botnet_cc""","""win.havoc""","""Havokiz""","""Havoc""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 03:57:52,"""1683155""","""senate4.dict2tja8d.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 03:47:38,"""1683154""","""tribune.dict2tja8d.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 03:37:20,"""1682985""","""edict.dict2tja8d.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 03:27:34,"""1682984""","""rumor.mumb1e8uess.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 03:12:02,"""1682983""","""guess3.mumb1e8uess.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 03:06:53,"""1682982""","""whisper.mumb1e8uess.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 02:52:02,"""1682980""","""runic.c7ibnihi1.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 02:48:59,"""1682978""","""www.ntn.it.com""","""domain""","""botnet_cc""","""win.cobalt_strike""","""Agentemis",BEACON,ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 02:47:48,"""1682977""","""riddle2.c7ibnihi1.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 02:38:20,"""1682976""","""cipher.c7ibnihi1.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 02:28:25,"""1682974""","""pulse.blo0dci7cul.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 02:18:27,"""1682973""","""serum.blo0dci7cul.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 02:07:28,"""1682972""","""vein.blo0dci7cul.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 01:57:13,"""1682971""","""aorta2.blo0dci7cul.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 01:48:26,"""1682970""","""plasma.blo0dci7cul.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 01:37:49,"""1682969""","""block.c2rpyub2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 01:27:49,"""1682968""","""loft4.c2rpyub2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 01:11:54,"""1682967""","""grid.c2rpyub2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 01:07:45,"""1682966""","""metro.c2rpyub2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 00:57:25,"""1682965""","""psalm2.b2ptistda7k.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 00:47:43,"""1682964""","""pulpit.b2ptistda7k.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 00:37:17,"""1682963""","""choir.b2ptistda7k.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 00:28:28,"""1682962""","""clear.defore5tm0unt.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 00:13:05,"""1682961""","""saw2.defore5tm0unt.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 00:09:56,"""1682959""","""stump.defore5tm0unt.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 00:03:07,"""1682953""","""ocrdatabase.com""","""domain""","""botnet_cc""","""win.havoc""","""Havokiz""","""Havoc""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-19 00:02:13,"""1682951""","""cedar.defore5tm0unt.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 23:57:58,"""1682949""","""fray.nerv0u5radic.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 23:47:40,"""1682948""","""synap.nerv0u5radic.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 23:37:57,"""1682947""","""axon.nerv0u5radic.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 23:27:34,"""1682946""","""spike7.nerv0u5radic.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 23:17:17,"""1682945""","""pulse.nerv0u5radic.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 23:07:28,"""1682944""","""forge.effu5m0unt.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 22:58:11,"""1682928""","""slag.effu5m0unt.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 22:47:56,"""1682927""","""ore2.effu5m0unt.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 22:31:58,"""1682926""","""smelt.effu5m0unt.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 22:27:44,"""1682925""","""canon.infide1d0wn.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 22:17:31,"""1682923""","""query.infide1d0wn.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 22:01:36,"""1682922""","""proof3.infide1d0wn.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 21:57:25,"""1682921""","""doubt.infide1d0wn.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 21:47:37,"""1682920""","""axiom.infide1d0wn.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 21:37:17,"""1682919""","""vassal.d0minon2me.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 21:27:59,"""1682918""","""edict2.d0minon2me.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 21:17:09,"""1682917""","""realm.d0minon2me.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 21:07:49,"""1682916""","""glaze.dymk0v5klei.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 20:57:46,"""1682915""","""kiln3.dymk0v5klei.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 20:48:45,"""1682914""","""js.jquery.cn.com""","""domain""","""botnet_cc""","""win.cobalt_strike""","""Agentemis",BEACON,ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 20:47:56,"""1682913""","""gesso.dymk0v5klei.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 20:32:24,"""1682910""","""studio.dymk0v5klei.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 20:27:40,"""1682909""","""t8q1.ravelpink.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 20:17:21,"""1682906""","""bloom.ravelpink.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 20:07:06,"""1682905""","""p6z3.ravelpink.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 19:57:14,"""1682877""","""cove.ravelpink.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 19:48:14,"""1682875""","""rook.picket-core.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 19:37:40,"""1682874""","""l9c2.picket-core.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 19:30:58,"""1682873""","""d3h7.picket-core.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 19:27:48,"""1682871""","""perk.picket-core.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 19:17:31,"""1682870""","""m5r1.g1zmobrain.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 19:07:39,"""1682869""","""sway.g1zmobrain.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:57:19,"""1682525""","""x2k8.g1zmobrain.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:42:40,"""1682516""","""gale.g1zmobrain.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:33:13,"""1682515""","""palm.ravel-pink.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:28:20,"""1682514""","""n3q7.ravel-pink.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:24:14,"""1682513""","""silk2.ravel-pink.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:20:08,"""1682512""","""b4x.ravel-pink.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:18:58,"""1682463""","""star.co.com""","""domain""","""botnet_cc""","""win.dcrat""","""DarkCrystal RAT""","""DCRat""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:12:53,"""1682509""","""haze.t1nkerpove.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:11:38,"""1682508""","""z9m4.t1nkerpove.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 18:08:05,"""1682507""","""c7z1.t1nkerpove.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 17:56:44,"""1682506""","""fleet.t1nkerpove.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 17:48:26,"""1682505""","""s3w9.hushdr0pper.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 17:36:40,"""1682504""","""k8c2.hushdr0pper.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 17:27:28,"""1682502""","""vibe.hushdr0pper.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 17:17:04,"""1682501""","""j1r.hushdr0pper.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 17:09:21,"""1682499""","""fizz3.picketcore.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 16:58:28,"""1682498""","""t4q9.picketcore.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 16:47:49,"""1682497""","""b6n2.picketcore.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 16:38:26,"""1682495""","""moss.picketcore.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 16:27:38,"""1682494""","""k9v3.sn-1-pixel.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 16:17:35,"""1682493""","""s7b4.sn-1-pixel.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 16:03:39,"""1682485""","""gleam.sn-1-pixel.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 15:53:08,"""1682468""","""h2x.sn-1-pixel.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 15:46:54,"""1682467""","""zany.quartzace.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 15:37:09,"""1682466""","""p9fz.quartzace.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 15:26:51,"""1682465""","""mint7.quartzace.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 15:18:07,"""1682464""","""w3c.quartzace.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 15:07:44,"""1682462""","""jule.bramble-age.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 15:06:30,"""1682403""","""ryosweb.com""","""domain""","""payload_delivery""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 14:57:24,"""1682459""","""k2s9.bramble-age.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 14:47:34,"""1682458""","""dawn3.bramble-age.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 14:37:16,"""1682457""","""r8m.bramble-age.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 14:27:28,"""1682456""","""p7qk.v0rtatouch.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 14:18:09,"""1682455""","""brisk.v0rtatouch.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 14:08:31,"""1682454""","""e9h2.v0rtatouch.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 13:58:08,"""1682452""","""c4z.v0rtatouch.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 13:40:41,"""1682451""","""m1c8.quartz-ace.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 13:31:25,"""1682450""","""tapes.quartz-ace.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 13:28:45,"""1682449""","""5vg.quartz-ace.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 13:23:24,"""1682447""","""pri.marcialongman.com.br""","""domain""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 13:17:54,"""1682444""","""n7q.quartz-ace.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 13:04:06,"""1682443""","""h3d9.fl0watch.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 12:53:16,"""1682442""","""lark.fl0watch.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 12:49:50,"""1682435""","""image.flash.cn.com""","""domain""","""botnet_cc""","""win.cobalt_strike""","""Agentemis",BEACON,ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 12:48:18,"""1682434""","""v2n3.fl0watch.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 12:37:49,"""1682433""","""q5l.fl0watch.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 12:28:04,"""1682431""","""browns.sn1pixel.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 12:17:40,"""1682429""","""u3kd.sn1pixel.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 12:07:52,"""1682428""","""4p9.sn1pixel.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 11:52:29,"""1682406""","""z8sn.sn1pixel.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 11:43:32,"""1682405""","""g7t3.brambleage.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 11:38:38,"""1682402""","""mowl1.brambleage.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 11:28:06,"""1682401""","""k3p.brambleage.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 11:17:48,"""1682400""","""2yq4.brambleage.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 11:08:19,"""1682398""","""infill.articu1urb2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:55:42,"""1682377""","""zoning.articu1urb2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:47:30,"""1682376""","""plaza4.articu1urb2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:35:03,"""1682375""","""metro.articu1urb2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:27:22,"""1682374""","""civic.articu1urb2n.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:24:09,"""1682372""","""nipple.smartvault.com.ng""","""domain""","""botnet_cc""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:21:41,"""1682370""","""siper.smartvault.com.ng""","""domain""","""botnet_cc""","""unknown""","""None""","""Unknown malware""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:17:04,"""1682369""","""spray.dunkr1n5her.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:13:24,"""1682368""","""doc-001.filedocshaering.ru""","""domain""","""botnet_cc""","""unknown_rat""","""None""","""Unknown RAT""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:08:32,"""1682366""","""brine3.dunkr1n5her.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 10:00:01,"""1682361""","""splash.dunkr1n5her.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 09:51:19,"""1682360""","""river.dunkr1n5her.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 09:47:07,"""1682359""","""plane.l2titsm1ne.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 09:40:29,"""1682358""","""stealer.su""","""domain""","""botnet_cc""","""unknown_stealer""","""None""","""Unknown Stealer""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 09:37:50,"""1682357""","""til3.l2titsm1ne.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 09:27:31,"""1682353""","""grid.l2titsm1ne.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 09:17:42,"""1682352""","""vector.calculu5eve7y.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 09:09:26,"""1682347""","""lemma.calculu5eve7y.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 09:01:07,"""1682346""","""proof.calculu5eve7y.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 08:57:31,"""1682345""","""delta2.calculu5eve7y.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 08:48:29,"""1682337""","""lampweight.info""","""domain""","""botnet_cc""","""unknown_loader""","""None""","""Unknown Loader""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 08:43:04,"""1682328""","""sigma.calculu5eve7y.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 08:38:20,"""1682327""","""lumen.sv0orchond0.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 08:28:04,"""1682324""","""synap3.sv0orchond0.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 08:20:21,"""1682320""","""ala.marcialongman.com.br""","""domain""","""botnet_cc""","""win.vidar""","""None""","""Vidar""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 08:18:14,"""1682313""","""chord.sv0orchond0.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 08:05:55,"""1682311""","""organ.sv0orchond0.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 07:57:39,"""1682281""","""rampart.obor1shwron8.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 07:45:21,"""1682280""","""sentry5.obor1shwron8.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 07:39:38,"""1682279""","""ward.obor1shwron8.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 07:27:19,"""1682278""","""muster.b2ckymembe7.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
2025-12-18 07:12:50,"""1682275""","""roll.b2ckymembe7.ru""","""domain""","""payload_delivery""","""js.clearfake""","""None""","""ClearFake""",ThreatFox,2025-12-19T04:10:15.079855
